39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
16:49:34.0 (294211)|USER_INFO|[EXTERNAL]|00524000001Gj8w|russell@lightful.xyz.commundev|Greenwich Mean Time|GMT+01:00
16:49:34.0 (340991)|EXECUTION_STARTED
16:49:34.0 (344868)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000DZ8g|CommunityHowToGuidesControllerTest.testHelp
16:49:34.0 (515535)|HEAP_ALLOCATE|[72]|Bytes:3
16:49:34.0 (541866)|HEAP_ALLOCATE|[77]|Bytes:152
16:49:34.0 (555550)|HEAP_ALLOCATE|[342]|Bytes:408
16:49:34.0 (571173)|HEAP_ALLOCATE|[355]|Bytes:408
16:49:34.0 (586296)|HEAP_ALLOCATE|[467]|Bytes:48
16:49:34.0 (611372)|HEAP_ALLOCATE|[139]|Bytes:6
16:49:34.0 (623393)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:208
16:49:34.0 (633412)|METHOD_ENTRY|[1]|01p9E000000DZ8g|CommunityHowToGuidesControllerTest.CommunityHowToGuidesControllerTest()
16:49:34.0 (637811)|STATEMENT_EXECUTE|[1]
16:49:34.0 (641414)|STATEMENT_EXECUTE|[1]
16:49:34.0 (644250)|METHOD_EXIT|[1]|CommunityHowToGuidesControllerTest
16:49:34.0 (677794)|HEAP_ALLOCATE|[50]|Bytes:5
16:49:34.0 (694672)|HEAP_ALLOCATE|[56]|Bytes:5
16:49:34.0 (700561)|HEAP_ALLOCATE|[64]|Bytes:7
16:49:34.0 (732256)|STATEMENT_EXECUTE|[37]
16:49:34.0 (733922)|STATEMENT_EXECUTE|[39]
16:49:34.0 (762074)|HEAP_ALLOCATE|[39]|Bytes:63
16:49:34.0 (768265)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
16:49:34.0 (770358)|STATEMENT_EXECUTE|[1]
16:49:34.0 (775209)|SYSTEM_METHOD_EXIT|[1]|Test
16:49:34.0 (785275)|METHOD_ENTRY|[39]||System.Test.startTest()
16:49:34.0 (1798349)|METHOD_EXIT|[39]||System.Test.startTest()
16:49:34.0 (1804099)|STATEMENT_EXECUTE|[40]
16:49:34.0 (2181434)|HEAP_ALLOCATE|[40]|Bytes:1312
16:49:34.0 (2188281)|HEAP_ALLOCATE|[40]|Bytes:288
16:49:34.0 (2191661)|HEAP_ALLOCATE|[40]|Bytes:83
