39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
11:25:31.0 (50855)|USER_INFO|[EXTERNAL]|0059E000000SwHR|services@lightful.com|Greenwich Mean Time|GMTZ
11:25:31.0 (73898)|EXECUTION_STARTED
11:25:31.0 (78951)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000CrjN|VF: /apex/ViewArticleDetails
11:25:31.0 (1941622)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DXs3|viewArticleDetailController <init>
11:25:31.0 (1952706)|SYSTEM_MODE_ENTER|true
11:25:31.0 (2237424)|HEAP_ALLOCATE|[72]|Bytes:3
11:25:31.0 (2277346)|HEAP_ALLOCATE|[77]|Bytes:152
11:25:31.0 (2289380)|HEAP_ALLOCATE|[342]|Bytes:408
11:25:31.0 (2301393)|HEAP_ALLOCATE|[355]|Bytes:408
11:25:31.0 (2311573)|HEAP_ALLOCATE|[467]|Bytes:48
11:25:31.0 (2335189)|HEAP_ALLOCATE|[139]|Bytes:6
11:25:31.0 (2347045)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:248
11:25:31.0 (2350567)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:21
11:25:31.0 (2352835)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:25:31.0 (2361209)|METHOD_ENTRY|[1]|01p9E000000DXs3|viewArticleDetailController.viewArticleDetailController()
11:25:31.0 (2365168)|STATEMENT_EXECUTE|[1]
11:25:31.0 (2369336)|STATEMENT_EXECUTE|[1]
11:25:31.0 (2372797)|METHOD_EXIT|[1]|viewArticleDetailController
11:25:31.0 (2497062)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:32
11:25:31.0 (2504505)|VARIABLE_SCOPE_BEGIN|[13]|this|viewArticleDetailController|true|false
11:25:31.0 (2567677)|VARIABLE_ASSIGNMENT|[13]|this|{}|0x289f1a25
11:25:31.0 (2573789)|STATEMENT_EXECUTE|[1]
11:25:31.0 (2575447)|STATEMENT_EXECUTE|[4]
11:25:31.0 (2576561)|STATEMENT_EXECUTE|[5]
11:25:31.0 (2577738)|STATEMENT_EXECUTE|[6]
11:25:31.0 (2578841)|STATEMENT_EXECUTE|[8]
11:25:31.0 (2579720)|STATEMENT_EXECUTE|[9]
11:25:31.0 (2580657)|STATEMENT_EXECUTE|[10]
11:25:31.0 (2581737)|STATEMENT_EXECUTE|[11]
11:25:31.0 (2589151)|HEAP_ALLOCATE|[16]|Bytes:6
11:25:31.0 (2625278)|STATEMENT_EXECUTE|[14]
11:25:31.0 (2626648)|STATEMENT_EXECUTE|[16]
11:25:31.0 (2651401)|HEAP_ALLOCATE|[16]|Bytes:85
11:25:31.0 (2657494)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:25:31.0 (2659645)|STATEMENT_EXECUTE|[1]
11:25:31.0 (2662890)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:25:31.0 (2673541)|METHOD_ENTRY|[16]||System.UserInfo.getUserId()
11:25:31.0 (2745066)|METHOD_EXIT|[16]||System.UserInfo.getUserId()
11:25:31.0 (2758942)|HEAP_ALLOCATE|[16]|Bytes:4
11:25:31.0 (2773785)|SYSTEM_METHOD_ENTRY|[16]|viewArticleDetailController.__sfdc_currentUserId(Id)
11:25:31.0 (2792508)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x289f1a25
11:25:31.0 (2911923)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"0059E000000SwHRQA0"
11:25:31.0 (2973953)|VARIABLE_ASSIGNMENT|[11]|this.currentUserId|"0059E000000SwHRQA0"|0x289f1a25
11:25:31.0 (2985337)|SYSTEM_METHOD_EXIT|[16]|viewArticleDetailController.__sfdc_currentUserId(Id)
11:25:31.0 (2989117)|STATEMENT_EXECUTE|[18]
11:25:31.0 (3008381)|HEAP_ALLOCATE|[18]|Bytes:4
11:25:31.0 (3122855)|SYSTEM_METHOD_ENTRY|[18]|viewArticleDetailController.__sfdc_toolBoxArticles(Tool_Box__kav)
11:25:31.0 (3232375)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0"}|0x289f1a25
11:25:31.0 (3243863)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x5f5da466
11:25:31.0 (3251711)|VARIABLE_ASSIGNMENT|[4]|this.toolBoxArticles|{}|0x289f1a25
11:25:31.0 (3258268)|SYSTEM_METHOD_EXIT|[18]|viewArticleDetailController.__sfdc_toolBoxArticles(Tool_Box__kav)
11:25:31.0 (3261487)|STATEMENT_EXECUTE|[19]
11:25:31.0 (3273125)|HEAP_ALLOCATE|[19]|Bytes:4
11:25:31.0 (3325689)|SYSTEM_METHOD_ENTRY|[19]|viewArticleDetailController.__sfdc_helpArticle(Help__kav)
11:25:31.0 (3424418)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0","toolBoxArticles":"0x5f5da466"}|0x289f1a25
11:25:31.0 (3433322)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x6ffaee11
11:25:31.0 (3440518)|VARIABLE_ASSIGNMENT|[5]|this.helpArticle|{}|0x289f1a25
11:25:31.0 (3446429)|SYSTEM_METHOD_EXIT|[19]|viewArticleDetailController.__sfdc_helpArticle(Help__kav)
11:25:31.0 (3449480)|STATEMENT_EXECUTE|[21]
11:25:31.0 (3460679)|HEAP_ALLOCATE|[21]|Bytes:4
11:25:31.0 (3509363)|SYSTEM_METHOD_ENTRY|[21]|viewArticleDetailController.__sfdc_updateViewCount(CommunityArticleView__c)
11:25:31.0 (3607153)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0","helpArticle":"0x6ffaee11","toolBoxArticles":"0x5f5da466"}|0x289f1a25
11:25:31.0 (3615875)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x33904e7e
11:25:31.0 (3622812)|VARIABLE_ASSIGNMENT|[8]|this.updateViewCount|{}|0x289f1a25
11:25:31.0 (3628114)|SYSTEM_METHOD_EXIT|[21]|viewArticleDetailController.__sfdc_updateViewCount(CommunityArticleView__c)
11:25:31.0 (3631108)|STATEMENT_EXECUTE|[22]
11:25:31.0 (3637078)|HEAP_ALLOCATE|[22]|Bytes:4
11:25:31.0 (3678617)|SYSTEM_CONSTRUCTOR_ENTRY|[22]|<init>()
11:25:31.0 (3698233)|SYSTEM_CONSTRUCTOR_EXIT|[22]|<init>()
11:25:31.0 (3711528)|SYSTEM_METHOD_ENTRY|[22]|viewArticleDetailController.__sfdc_viewsCount(List<CommunityArticleView__c>)
11:25:31.0 (3795265)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0","helpArticle":"0x6ffaee11","toolBoxArticles":"0x5f5da466","updateViewCount":"0x33904e7e"}|0x289f1a25
11:25:31.0 (3805474)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:25:31.0 (3813395)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x1a6cfcb9
11:25:31.0 (3820354)|VARIABLE_ASSIGNMENT|[9]|this.viewsCount|[]|0x289f1a25
11:25:31.0 (3826048)|SYSTEM_METHOD_EXIT|[22]|viewArticleDetailController.__sfdc_viewsCount(List<CommunityArticleView__c>)
11:25:31.0 (3829287)|STATEMENT_EXECUTE|[24]
11:25:31.0 (3844143)|SYSTEM_METHOD_ENTRY|[24]|ApexPages.currentPage()
11:25:31.0 (3890991)|HEAP_ALLOCATE|[24]|Bytes:65
11:25:31.0 (3896261)|SYSTEM_METHOD_EXIT|[24]|ApexPages.currentPage()
11:25:31.0 (3912606)|SYSTEM_METHOD_ENTRY|[24]|System.PageReference.getParameters()
11:25:31.0 (3929721)|HEAP_ALLOCATE|[24]|Bytes:37
11:25:31.0 (3941740)|SYSTEM_METHOD_EXIT|[24]|System.PageReference.getParameters()
11:25:31.0 (3945184)|HEAP_ALLOCATE|[24]|Bytes:2
11:25:31.0 (3966059)|SYSTEM_METHOD_ENTRY|[24]|Map<String,String>.get(Object)
11:25:31.0 (3976970)|SYSTEM_METHOD_EXIT|[24]|Map<String,String>.get(Object)
11:25:31.0 (3983968)|HEAP_ALLOCATE|[24]|Bytes:4
11:25:31.0 (3996844)|SYSTEM_METHOD_ENTRY|[24]|viewArticleDetailController.__sfdc_articleId(Id)
11:25:31.0 (4086480)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUserId":"0059E000000SwHRQA0","helpArticle":"0x6ffaee11","toolBoxArticles":"0x5f5da466","updateViewCount":"0x33904e7e","viewsCount":"0x1a6cfcb9"}|0x289f1a25
11:25:31.0 (4144375)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"ka19E00000000sgQAA"
11:25:31.0 (4194966)|VARIABLE_ASSIGNMENT|[6]|this.articleId|"ka19E00000000sgQAA"|0x289f1a25
11:25:31.0 (4202086)|SYSTEM_METHOD_EXIT|[24]|viewArticleDetailController.__sfdc_articleId(Id)
11:25:31.0 (4205136)|STATEMENT_EXECUTE|[25]
11:25:31.0 (4210975)|SYSTEM_METHOD_ENTRY|[25]|ApexPages.currentPage()
11:25:31.0 (4227615)|HEAP_ALLOCATE|[25]|Bytes:65
