39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
00:35:46.0 (245059)|USER_INFO|[EXTERNAL]|00524000005uNfK|neela@lightful.com.commundev|Line Is. Time|GMT+14:00
00:35:46.0 (270086)|EXECUTION_STARTED
00:35:46.0 (273710)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000Cv0R|VF: /apex/communityCaseMgmt
00:35:46.3 (3265663)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
00:35:46.3 (3280114)|SYSTEM_MODE_ENTER|true
00:35:46.3 (3376834)|HEAP_ALLOCATE|[72]|Bytes:3
00:35:46.3 (3409580)|HEAP_ALLOCATE|[77]|Bytes:152
00:35:46.3 (3422803)|HEAP_ALLOCATE|[342]|Bytes:408
00:35:46.3 (3438523)|HEAP_ALLOCATE|[355]|Bytes:408
00:35:46.3 (3452581)|HEAP_ALLOCATE|[467]|Bytes:48
00:35:46.3 (3686058)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
00:35:46.3 (3693867)|SYSTEM_MODE_ENTER|true
00:35:46.3 (3703737)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
00:35:46.3 (3720503)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
00:35:46.3 (3741063)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:35:46.3 (3745871)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
00:35:46.3 (3778566)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x25aec90c
00:35:46.3 (3781075)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
00:35:46.3 (3785585)|VARIABLE_ASSIGNMENT|[88]|escape|null
00:35:46.3 (3924716)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
00:35:46.3 (3931633)|SYSTEM_MODE_ENTER|true
00:35:46.3 (3941098)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
00:35:46.3 (3955983)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:35:46.3 (3959908)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
00:35:46.3 (3973937)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x25aec90c
00:35:46.0 (4759888)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000Dmpd|communityCaseMgmtController <init>
00:35:46.0 (4766329)|SYSTEM_MODE_ENTER|true
00:35:46.0 (4942988)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:464
00:35:46.0 (4949316)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
00:35:46.0 (4952019)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
00:35:46.0 (4959513)|METHOD_ENTRY|[1]|01p9E000000Dmpd|communityCaseMgmtController.communityCaseMgmtController()
00:35:46.0 (4962352)|STATEMENT_EXECUTE|[1]
00:35:46.0 (4966720)|STATEMENT_EXECUTE|[1]
00:35:46.0 (4970361)|METHOD_EXIT|[1]|communityCaseMgmtController
00:35:46.0 (5031110)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:84
00:35:46.0 (5037495)|VARIABLE_SCOPE_BEGIN|[21]|this|communityCaseMgmtController|true|false
00:35:46.0 (5105359)|VARIABLE_ASSIGNMENT|[21]|this|{}|0x48047854
00:35:46.0 (5110725)|STATEMENT_EXECUTE|[1]
00:35:46.0 (5112063)|STATEMENT_EXECUTE|[3]
00:35:46.0 (5113452)|STATEMENT_EXECUTE|[4]
00:35:46.0 (5114366)|STATEMENT_EXECUTE|[5]
00:35:46.0 (5115368)|STATEMENT_EXECUTE|[6]
00:35:46.0 (5116287)|STATEMENT_EXECUTE|[7]
00:35:46.0 (5117246)|STATEMENT_EXECUTE|[8]
00:35:46.0 (5118249)|STATEMENT_EXECUTE|[9]
