39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
05:41:15.0 (50806)|USER_INFO|[EXTERNAL]|00524000005uNfK|neela@lightful.com.commundev|Line Is. Time|GMT+14:00
05:41:15.0 (73584)|EXECUTION_STARTED
05:41:15.0 (77563)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000Cv0R|VF: /apex/communityCaseMgmt
05:41:15.11 (11283226)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
05:41:15.11 (11300631)|SYSTEM_MODE_ENTER|true
05:41:15.11 (11424732)|HEAP_ALLOCATE|[72]|Bytes:3
05:41:15.11 (11454351)|HEAP_ALLOCATE|[77]|Bytes:152
05:41:15.11 (11466228)|HEAP_ALLOCATE|[342]|Bytes:408
05:41:15.11 (11477941)|HEAP_ALLOCATE|[355]|Bytes:408
05:41:15.11 (11487913)|HEAP_ALLOCATE|[467]|Bytes:48
05:41:15.11 (11723197)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
05:41:15.11 (11731419)|SYSTEM_MODE_ENTER|true
05:41:15.11 (11739506)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
05:41:15.11 (11757990)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
05:41:15.11 (11781956)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
05:41:15.11 (11788093)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
05:41:15.11 (11820548)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x1e2e1816
05:41:15.11 (11823773)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
05:41:15.11 (11828842)|VARIABLE_ASSIGNMENT|[88]|escape|null
05:41:15.11 (11988594)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
05:41:15.11 (11996006)|SYSTEM_MODE_ENTER|true
