39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
00:34:16.0 (309652)|USER_INFO|[EXTERNAL]|00524000005uNfK|neela@lightful.com.commundev|Line Is. Time|GMT+14:00
00:34:16.0 (336023)|EXECUTION_STARTED
00:34:16.0 (339233)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000Cv0R|VF: /apex/communityCaseMgmt
00:34:16.3 (3330815)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
00:34:16.3 (3346919)|SYSTEM_MODE_ENTER|true
00:34:16.3 (3447844)|HEAP_ALLOCATE|[72]|Bytes:3
00:34:16.3 (3479984)|HEAP_ALLOCATE|[77]|Bytes:152
00:34:16.3 (3493512)|HEAP_ALLOCATE|[342]|Bytes:408
00:34:16.3 (3506666)|HEAP_ALLOCATE|[355]|Bytes:408
00:34:16.3 (3519821)|HEAP_ALLOCATE|[467]|Bytes:48
00:34:16.3 (3747481)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
00:34:16.3 (3755501)|SYSTEM_MODE_ENTER|true
00:34:16.3 (3764077)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
00:34:16.3 (3780563)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
00:34:16.3 (3802881)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:34:16.3 (3808586)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
00:34:16.3 (3839387)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x1efb0c54
00:34:16.3 (3842273)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
00:34:16.3 (3846599)|VARIABLE_ASSIGNMENT|[88]|escape|null
00:34:16.3 (3987188)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
00:34:16.3 (3994592)|SYSTEM_MODE_ENTER|true
00:34:16.3 (4003576)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
00:34:16.3 (4018998)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:34:16.3 (4023239)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
00:34:16.3 (4037828)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x1efb0c54
00:34:16.0 (4821037)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000Dmpd|communityCaseMgmtController <init>
00:34:16.0 (4827491)|SYSTEM_MODE_ENTER|true
00:34:16.0 (4979049)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:464
00:34:16.0 (4985211)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
00:34:16.0 (4988199)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
00:34:16.0 (4995186)|METHOD_ENTRY|[1]|01p9E000000Dmpd|communityCaseMgmtController.communityCaseMgmtController()
00:34:16.0 (4997831)|STATEMENT_EXECUTE|[1]
00:34:16.0 (5002085)|STATEMENT_EXECUTE|[1]
00:34:16.0 (5006313)|METHOD_EXIT|[1]|communityCaseMgmtController
00:34:16.0 (5075760)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:84
00:34:16.0 (5082588)|VARIABLE_SCOPE_BEGIN|[21]|this|communityCaseMgmtController|true|false
00:34:16.0 (5155129)|VARIABLE_ASSIGNMENT|[21]|this|{}|0x287627bf
00:34:16.0 (5160823)|STATEMENT_EXECUTE|[1]
00:34:16.0 (5162290)|STATEMENT_EXECUTE|[3]
00:34:16.0 (5163571)|STATEMENT_EXECUTE|[4]
00:34:16.0 (5164547)|STATEMENT_EXECUTE|[5]
00:34:16.0 (5165447)|STATEMENT_EXECUTE|[6]
00:34:16.0 (5166524)|STATEMENT_EXECUTE|[7]
00:34:16.0 (5167429)|STATEMENT_EXECUTE|[8]
00:34:16.0 (5168347)|STATEMENT_EXECUTE|[9]
00:34:16.0 (5169232)|STATEMENT_EXECUTE|[11]
00:34:16.0 (5170343)|STATEMENT_EXECUTE|[12]
00:34:16.0 (5171266)|STATEMENT_EXECUTE|[13]
00:34:16.0 (5172193)|STATEMENT_EXECUTE|[15]
00:34:16.0 (5173112)|STATEMENT_EXECUTE|[17]
00:34:16.0 (5174019)|STATEMENT_EXECUTE|[18]
00:34:16.0 (5174975)|STATEMENT_EXECUTE|[19]
00:34:16.0 (5175968)|STATEMENT_EXECUTE|[161]
00:34:16.0 (5177152)|STATEMENT_EXECUTE|[162]
00:34:16.0 (5178071)|STATEMENT_EXECUTE|[163]
00:34:16.0 (5179001)|STATEMENT_EXECUTE|[164]
00:34:16.0 (5179892)|STATEMENT_EXECUTE|[165]
00:34:16.0 (5180947)|STATEMENT_EXECUTE|[166]
00:34:16.0 (5193319)|STATEMENT_EXECUTE|[22]
00:34:16.0 (5194498)|STATEMENT_EXECUTE|[23]
00:34:16.0 (5225289)|HEAP_ALLOCATE|[23]|Bytes:85
00:34:16.0 (5232456)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
00:34:16.0 (5234375)|STATEMENT_EXECUTE|[1]
00:34:16.0 (5238850)|SYSTEM_METHOD_EXIT|[1]|UserInfo
00:34:16.0 (5247161)|METHOD_ENTRY|[23]||System.UserInfo.getUserId()
00:34:16.0 (5279033)|METHOD_EXIT|[23]||System.UserInfo.getUserId()
00:34:16.0 (5293492)|HEAP_ALLOCATE|[23]|Bytes:4
