39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
17:05:24.0 (276452)|USER_INFO|[EXTERNAL]|0059E000000SwHR|services@lightful.com|Greenwich Mean Time|GMTZ
17:05:24.0 (301609)|EXECUTION_STARTED
17:05:24.0 (306512)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000ClwB|VF: /apex/MasonaryTest
17:05:24.4 (4022337)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
17:05:24.4 (4038305)|SYSTEM_MODE_ENTER|true
17:05:24.4 (4152749)|HEAP_ALLOCATE|[72]|Bytes:3
17:05:24.4 (4188492)|HEAP_ALLOCATE|[77]|Bytes:152
17:05:24.4 (4200785)|HEAP_ALLOCATE|[342]|Bytes:408
17:05:24.4 (4212604)|HEAP_ALLOCATE|[355]|Bytes:408
17:05:24.4 (4222691)|HEAP_ALLOCATE|[467]|Bytes:48
17:05:24.4 (4493398)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
17:05:24.4 (4502119)|SYSTEM_MODE_ENTER|true
17:05:24.4 (4511010)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
17:05:24.4 (4528362)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
17:05:24.4 (4553212)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:05:24.4 (4559363)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
17:05:24.4 (4591646)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x503071c1
17:05:24.4 (4595027)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
17:05:24.4 (4599870)|VARIABLE_ASSIGNMENT|[88]|escape|null
17:05:24.4 (4751860)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
17:05:24.4 (4759514)|SYSTEM_MODE_ENTER|true
17:05:24.4 (4768962)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
17:05:24.4 (4784309)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:05:24.4 (4788693)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
17:05:24.4 (4802288)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x503071c1
17:05:24.0 (5683591)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController <init>
17:05:24.0 (5690874)|SYSTEM_MODE_ENTER|true
17:05:24.0 (5900474)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1312
17:05:24.0 (5907398)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:288
17:05:24.0 (5910629)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:83
17:05:24.0 (5918515)|METHOD_ENTRY|[1]|01p9E000000DUzG|CommunityHowToGuidesController.CommunityHowToGuidesController()
17:05:24.0 (5921419)|STATEMENT_EXECUTE|[1]
17:05:24.0 (5925277)|STATEMENT_EXECUTE|[1]
17:05:24.0 (5928754)|METHOD_EXIT|[1]|CommunityHowToGuidesController
17:05:24.0 (5934359)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:268
17:05:24.0 (5939613)|VARIABLE_SCOPE_BEGIN|[88]|this|CommunityHowToGuidesController|true|false
17:05:24.0 (6376806)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x4c173dcd
17:05:24.0 (6384378)|STATEMENT_EXECUTE|[1]
17:05:24.0 (6386231)|STATEMENT_EXECUTE|[4]
17:05:24.0 (6387437)|STATEMENT_EXECUTE|[5]
17:05:24.0 (6388563)|STATEMENT_EXECUTE|[6]
17:05:24.0 (6389568)|STATEMENT_EXECUTE|[7]
17:05:24.0 (6390521)|STATEMENT_EXECUTE|[9]
17:05:24.0 (6391399)|STATEMENT_EXECUTE|[11]
17:05:24.0 (6392550)|STATEMENT_EXECUTE|[12]
17:05:24.0 (6393672)|STATEMENT_EXECUTE|[14]
17:05:24.0 (6394774)|STATEMENT_EXECUTE|[15]
17:05:24.0 (6395842)|STATEMENT_EXECUTE|[16]
17:05:24.0 (6396730)|STATEMENT_EXECUTE|[17]
17:05:24.0 (6397690)|STATEMENT_EXECUTE|[18]
17:05:24.0 (6398655)|STATEMENT_EXECUTE|[19]
17:05:24.0 (6399554)|STATEMENT_EXECUTE|[20]
17:05:24.0 (6400448)|STATEMENT_EXECUTE|[21]
17:05:24.0 (6401402)|STATEMENT_EXECUTE|[23]
17:05:24.0 (6402491)|STATEMENT_EXECUTE|[24]
17:05:24.0 (6403474)|STATEMENT_EXECUTE|[26]
17:05:24.0 (6404777)|STATEMENT_EXECUTE|[27]
17:05:24.0 (6405991)|STATEMENT_EXECUTE|[28]
17:05:24.0 (6407004)|STATEMENT_EXECUTE|[30]
17:05:24.0 (6408325)|STATEMENT_EXECUTE|[31]
17:05:24.0 (6409450)|STATEMENT_EXECUTE|[33]
17:05:24.0 (6410407)|STATEMENT_EXECUTE|[34]
17:05:24.0 (6411369)|STATEMENT_EXECUTE|[35]
17:05:24.0 (6412415)|STATEMENT_EXECUTE|[36]
17:05:24.0 (6413454)|STATEMENT_EXECUTE|[37]
17:05:24.0 (6414504)|STATEMENT_EXECUTE|[39]
17:05:24.0 (6415398)|STATEMENT_EXECUTE|[40]
17:05:24.0 (6416293)|STATEMENT_EXECUTE|[41]
17:05:24.0 (6417438)|STATEMENT_EXECUTE|[45]
17:05:24.0 (6418399)|STATEMENT_EXECUTE|[46]
17:05:24.0 (6419809)|STATEMENT_EXECUTE|[47]
17:05:24.0 (6420739)|STATEMENT_EXECUTE|[49]
17:05:24.0 (6421741)|STATEMENT_EXECUTE|[50]
