39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
11:22:41.0 (251537)|USER_INFO|[EXTERNAL]|0059E000000SwHR|services@lightful.com|Greenwich Mean Time|GMTZ
11:22:41.0 (272986)|EXECUTION_STARTED
11:22:41.0 (276408)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000ClwB|VF: /apex/MasonaryTest
11:22:41.27 (27772379)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
11:22:41.27 (27790810)|SYSTEM_MODE_ENTER|true
11:22:41.27 (27886894)|HEAP_ALLOCATE|[72]|Bytes:3
11:22:41.27 (27916961)|HEAP_ALLOCATE|[77]|Bytes:152
11:22:41.27 (27928041)|HEAP_ALLOCATE|[342]|Bytes:408
11:22:41.27 (27941386)|HEAP_ALLOCATE|[355]|Bytes:408
11:22:41.27 (27953634)|HEAP_ALLOCATE|[467]|Bytes:48
11:22:41.28 (28177022)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
11:22:41.28 (28186075)|SYSTEM_MODE_ENTER|true
11:22:41.28 (28195223)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
11:22:41.28 (28212524)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
11:22:41.28 (28233864)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:22:41.28 (28239358)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
11:22:41.28 (28268774)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x1e7bab8
11:22:41.28 (28271850)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
11:22:41.28 (28275622)|VARIABLE_ASSIGNMENT|[88]|escape|null
11:22:41.28 (28429594)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
11:22:41.28 (28437405)|SYSTEM_MODE_ENTER|true
11:22:41.28 (28446013)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
11:22:41.28 (28460837)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:22:41.28 (28465239)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
11:22:41.28 (28479904)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x1e7bab8
11:22:41.0 (30238070)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController <init>
11:22:41.0 (30246380)|SYSTEM_MODE_ENTER|true
11:22:41.0 (30755919)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1284
11:22:41.0 (30762636)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:282
11:22:41.0 (30765547)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:82
11:22:41.0 (30773391)|METHOD_ENTRY|[1]|01p9E000000DUzG|CommunityHowToGuidesController.CommunityHowToGuidesController()
11:22:41.0 (30776441)|STATEMENT_EXECUTE|[1]
11:22:41.0 (30779395)|STATEMENT_EXECUTE|[1]
11:22:41.0 (30783383)|METHOD_EXIT|[1]|CommunityHowToGuidesController
11:22:41.0 (30788714)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:260
