39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
00:27:23.0 (59569)|USER_INFO|[EXTERNAL]|00524000005uNfK|neela@lightful.com.commundev|Line Is. Time|GMT+14:00
00:27:23.0 (88040)|EXECUTION_STARTED
00:27:23.0 (93523)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000Cv0R|VF: /apex/communityCaseMgmt
00:27:23.19 (19480749)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
00:27:23.19 (19516212)|SYSTEM_MODE_ENTER|true
00:27:23.19 (19657551)|HEAP_ALLOCATE|[72]|Bytes:3
00:27:23.19 (19697482)|HEAP_ALLOCATE|[77]|Bytes:152
00:27:23.19 (19718496)|HEAP_ALLOCATE|[342]|Bytes:408
00:27:23.19 (19745359)|HEAP_ALLOCATE|[355]|Bytes:408
00:27:23.19 (19768874)|HEAP_ALLOCATE|[467]|Bytes:48
00:27:23.20 (20129473)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
00:27:23.20 (20144242)|SYSTEM_MODE_ENTER|true
00:27:23.20 (20156223)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
00:27:23.20 (20184656)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
00:27:23.20 (20217473)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:27:23.20 (20225280)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
00:27:23.20 (20273544)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x6a29f46f
00:27:23.20 (20278397)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
00:27:23.20 (20284753)|VARIABLE_ASSIGNMENT|[88]|escape|null
00:27:23.20 (20519972)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
00:27:23.20 (20531793)|SYSTEM_MODE_ENTER|true
00:27:23.20 (20551417)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
00:27:23.20 (20573717)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
00:27:23.20 (20580388)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
