39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
17:06:59.6 (6726588)|USER_INFO|[EXTERNAL]|0059E000000SwHR|services@lightful.com|Greenwich Mean Time|GMTZ
17:06:59.6 (6756838)|EXECUTION_STARTED
17:06:59.6 (6760677)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000ClwB|VF: /apex/MasonaryTest
17:06:59.10 (10888182)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
17:06:59.10 (10904386)|SYSTEM_MODE_ENTER|true
17:06:59.10 (11019126)|HEAP_ALLOCATE|[72]|Bytes:3
17:06:59.10 (11053199)|HEAP_ALLOCATE|[77]|Bytes:152
17:06:59.10 (11068553)|HEAP_ALLOCATE|[342]|Bytes:408
17:06:59.10 (11088501)|HEAP_ALLOCATE|[355]|Bytes:408
17:06:59.10 (11106599)|HEAP_ALLOCATE|[467]|Bytes:48
17:06:59.11 (11354994)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
17:06:59.11 (11364679)|SYSTEM_MODE_ENTER|true
17:06:59.11 (11374952)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
17:06:59.11 (11394927)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
17:06:59.11 (11417668)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:06:59.11 (11423148)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
17:06:59.11 (11453260)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x20cf43e3
17:06:59.11 (11456210)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
17:06:59.11 (11460367)|VARIABLE_ASSIGNMENT|[88]|escape|null
17:06:59.11 (11615065)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
17:06:59.11 (11623435)|SYSTEM_MODE_ENTER|true
17:06:59.11 (11633832)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
17:06:59.11 (11649888)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:06:59.11 (11654398)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
17:06:59.11 (11670134)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x20cf43e3
17:06:59.6 (12620400)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController <init>
17:06:59.6 (12628838)|SYSTEM_MODE_ENTER|true
17:06:59.6 (12858850)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1312
17:06:59.6 (12866235)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:288
17:06:59.6 (12869689)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:83
17:06:59.6 (12877657)|METHOD_ENTRY|[1]|01p9E000000DUzG|CommunityHowToGuidesController.CommunityHowToGuidesController()
17:06:59.6 (12880895)|STATEMENT_EXECUTE|[1]
17:06:59.6 (12884350)|STATEMENT_EXECUTE|[1]
17:06:59.6 (12888624)|METHOD_EXIT|[1]|CommunityHowToGuidesController
17:06:59.6 (12894351)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:268
17:06:59.6 (12898601)|VARIABLE_SCOPE_BEGIN|[88]|this|CommunityHowToGuidesController|true|false
17:06:59.6 (13395477)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x745c35b7
17:06:59.6 (13406986)|STATEMENT_EXECUTE|[1]
17:06:59.6 (13408509)|STATEMENT_EXECUTE|[4]
17:06:59.6 (13409872)|STATEMENT_EXECUTE|[5]
17:06:59.6 (13410858)|STATEMENT_EXECUTE|[6]
17:06:59.6 (13411853)|STATEMENT_EXECUTE|[7]
17:06:59.6 (13412768)|STATEMENT_EXECUTE|[9]
17:06:59.6 (13413740)|STATEMENT_EXECUTE|[11]
17:06:59.6 (13415156)|STATEMENT_EXECUTE|[12]
17:06:59.6 (13416097)|STATEMENT_EXECUTE|[14]
17:06:59.6 (13417135)|STATEMENT_EXECUTE|[15]
17:06:59.6 (13418034)|STATEMENT_EXECUTE|[16]
17:06:59.6 (13419041)|STATEMENT_EXECUTE|[17]
17:06:59.6 (13420041)|STATEMENT_EXECUTE|[18]
17:06:59.6 (13420941)|STATEMENT_EXECUTE|[19]
17:06:59.6 (13422339)|STATEMENT_EXECUTE|[20]
17:06:59.6 (13423361)|STATEMENT_EXECUTE|[21]
17:06:59.6 (13424421)|STATEMENT_EXECUTE|[23]
17:06:59.6 (13425316)|STATEMENT_EXECUTE|[24]
17:06:59.6 (13426578)|STATEMENT_EXECUTE|[26]
17:06:59.6 (13427669)|STATEMENT_EXECUTE|[27]
17:06:59.6 (13428819)|STATEMENT_EXECUTE|[28]
17:06:59.6 (13429816)|STATEMENT_EXECUTE|[30]
17:06:59.6 (13430734)|STATEMENT_EXECUTE|[31]
17:06:59.6 (13431764)|STATEMENT_EXECUTE|[33]
17:06:59.6 (13432827)|STATEMENT_EXECUTE|[34]
17:06:59.6 (13433917)|STATEMENT_EXECUTE|[35]
17:06:59.6 (13434829)|STATEMENT_EXECUTE|[36]
17:06:59.6 (13435738)|STATEMENT_EXECUTE|[37]
17:06:59.6 (13436683)|STATEMENT_EXECUTE|[39]
17:06:59.6 (13437589)|STATEMENT_EXECUTE|[40]
17:06:59.6 (13438523)|STATEMENT_EXECUTE|[41]
17:06:59.6 (13439441)|STATEMENT_EXECUTE|[45]
17:06:59.6 (13440346)|STATEMENT_EXECUTE|[46]
17:06:59.6 (13441251)|STATEMENT_EXECUTE|[47]
17:06:59.6 (13442155)|STATEMENT_EXECUTE|[49]
17:06:59.6 (13443067)|STATEMENT_EXECUTE|[50]
17:06:59.6 (13444046)|STATEMENT_EXECUTE|[51]
17:06:59.6 (13444981)|STATEMENT_EXECUTE|[53]
17:06:59.6 (13446053)|STATEMENT_EXECUTE|[54]
17:06:59.6 (13447059)|STATEMENT_EXECUTE|[55]
17:06:59.6 (13447964)|STATEMENT_EXECUTE|[57]
17:06:59.6 (13449116)|STATEMENT_EXECUTE|[58]
17:06:59.6 (13450135)|STATEMENT_EXECUTE|[59]
17:06:59.6 (13451035)|STATEMENT_EXECUTE|[61]
17:06:59.6 (13451938)|STATEMENT_EXECUTE|[62]
17:06:59.6 (13452868)|STATEMENT_EXECUTE|[63]
17:06:59.6 (13453807)|STATEMENT_EXECUTE|[65]
17:06:59.6 (13454784)|STATEMENT_EXECUTE|[66]
17:06:59.6 (13455693)|STATEMENT_EXECUTE|[67]
17:06:59.6 (13456608)|STATEMENT_EXECUTE|[69]
17:06:59.6 (13457511)|STATEMENT_EXECUTE|[70]
17:06:59.6 (13458416)|STATEMENT_EXECUTE|[71]
17:06:59.6 (13459329)|STATEMENT_EXECUTE|[73]
17:06:59.6 (13460236)|STATEMENT_EXECUTE|[74]
17:06:59.6 (13461152)|STATEMENT_EXECUTE|[75]
17:06:59.6 (13462158)|STATEMENT_EXECUTE|[76]
17:06:59.6 (13463078)|STATEMENT_EXECUTE|[77]
17:06:59.6 (13464034)|STATEMENT_EXECUTE|[79]
17:06:59.6 (13464944)|STATEMENT_EXECUTE|[80]
17:06:59.6 (13465850)|STATEMENT_EXECUTE|[81]
17:06:59.6 (13466832)|STATEMENT_EXECUTE|[85]
17:06:59.6 (13467742)|STATEMENT_EXECUTE|[86]
17:06:59.6 (13468728)|STATEMENT_EXECUTE|[327]
17:06:59.6 (13469898)|STATEMENT_EXECUTE|[524]
17:06:59.6 (13471008)|STATEMENT_EXECUTE|[525]
17:06:59.6 (13472043)|STATEMENT_EXECUTE|[526]
17:06:59.6 (13473039)|STATEMENT_EXECUTE|[527]
17:06:59.6 (13486155)|STATEMENT_EXECUTE|[89]
17:06:59.6 (13487558)|STATEMENT_EXECUTE|[90]
17:06:59.6 (13519398)|HEAP_ALLOCATE|[90]|Bytes:85
17:06:59.6 (13527789)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
17:06:59.6 (13530051)|STATEMENT_EXECUTE|[1]
17:06:59.6 (13534562)|SYSTEM_METHOD_EXIT|[1]|UserInfo
17:06:59.6 (13544492)|METHOD_ENTRY|[90]||System.UserInfo.getUserId()
17:06:59.6 (13577740)|METHOD_EXIT|[90]||System.UserInfo.getUserId()
17:06:59.6 (13592210)|HEAP_ALLOCATE|[90]|Bytes:4
17:06:59.6 (13610777)|SYSTEM_METHOD_ENTRY|[90]|CommunityHowToGuidesController.__sfdc_currentUserId(Id)
17:06:59.6 (13707325)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x745c35b7
17:06:59.6 (13888922)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"0059E000000SwHRQA0"
17:06:59.6 (13956250)|VARIABLE_ASSIGNMENT|[4]|this.currentUserId|"0059E000000SwHRQA0"|0x745c35b7
17:06:59.6 (13965134)|SYSTEM_METHOD_EXIT|[90]|CommunityHowToGuidesController.__sfdc_currentUserId(Id)
17:06:59.6 (13969396)|STATEMENT_EXECUTE|[93]
17:06:59.6 (13979373)|HEAP_ALLOCATE|[93]|Bytes:4
