39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
11:25:34.0 (330442)|USER_INFO|[EXTERNAL]|0059E000000SwHR|services@lightful.com|Greenwich Mean Time|GMTZ
11:25:34.0 (359023)|EXECUTION_STARTED
11:25:34.0 (363191)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000ClwB|VF: /apex/MasonaryTest
11:25:34.28 (28894164)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
11:25:34.28 (28910908)|SYSTEM_MODE_ENTER|true
11:25:34.28 (29017534)|HEAP_ALLOCATE|[72]|Bytes:3
11:25:34.28 (29055072)|HEAP_ALLOCATE|[77]|Bytes:152
11:25:34.28 (29069331)|HEAP_ALLOCATE|[342]|Bytes:408
11:25:34.28 (29084634)|HEAP_ALLOCATE|[355]|Bytes:408
11:25:34.28 (29097480)|HEAP_ALLOCATE|[467]|Bytes:48
11:25:34.29 (29327360)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
11:25:34.29 (29335551)|SYSTEM_MODE_ENTER|true
11:25:34.29 (29344740)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
11:25:34.29 (29361847)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
11:25:34.29 (29384420)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:25:34.29 (29389332)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
11:25:34.29 (29417383)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x749654bd
11:25:34.29 (29420280)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
11:25:34.29 (29424524)|VARIABLE_ASSIGNMENT|[88]|escape|null
11:25:34.29 (29578691)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
11:25:34.29 (29585624)|SYSTEM_MODE_ENTER|true
11:25:34.29 (29594779)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
11:25:34.29 (29609036)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:25:34.29 (29612773)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
11:25:34.29 (29626470)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x749654bd
11:25:34.0 (35486949)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController <init>
11:25:34.0 (35495432)|SYSTEM_MODE_ENTER|true
11:25:34.0 (35987467)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1284
11:25:34.0 (35994273)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:282
11:25:34.0 (35997343)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:83
11:25:34.0 (36006525)|METHOD_ENTRY|[1]|01p9E000000DUzG|CommunityHowToGuidesController.CommunityHowToGuidesController()
11:25:34.0 (36010263)|STATEMENT_EXECUTE|[1]
11:25:34.0 (36014267)|STATEMENT_EXECUTE|[1]
11:25:34.0 (36018661)|METHOD_EXIT|[1]|CommunityHowToGuidesController
11:25:34.0 (36650193)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:260
11:25:34.0 (36657081)|VARIABLE_SCOPE_BEGIN|[85]|this|CommunityHowToGuidesController|true|false
11:25:34.0 (36896820)|VARIABLE_ASSIGNMENT|[85]|this|{}|0x7752c7ad
11:25:34.0 (36903361)|STATEMENT_EXECUTE|[1]
11:25:34.0 (36904814)|STATEMENT_EXECUTE|[4]
11:25:34.0 (36905855)|STATEMENT_EXECUTE|[5]
11:25:34.0 (36906806)|STATEMENT_EXECUTE|[6]
11:25:34.0 (36907736)|STATEMENT_EXECUTE|[7]
11:25:34.0 (36908663)|STATEMENT_EXECUTE|[9]
11:25:34.0 (36909584)|STATEMENT_EXECUTE|[11]
11:25:34.0 (36910752)|STATEMENT_EXECUTE|[12]
11:25:34.0 (36911702)|STATEMENT_EXECUTE|[14]
11:25:34.0 (36912629)|STATEMENT_EXECUTE|[15]
11:25:34.0 (36913544)|STATEMENT_EXECUTE|[16]
11:25:34.0 (36914438)|STATEMENT_EXECUTE|[17]
11:25:34.0 (36915363)|STATEMENT_EXECUTE|[18]
11:25:34.0 (36916277)|STATEMENT_EXECUTE|[19]
11:25:34.0 (36917195)|STATEMENT_EXECUTE|[20]
11:25:34.0 (36918134)|STATEMENT_EXECUTE|[21]
11:25:34.0 (36919047)|STATEMENT_EXECUTE|[23]
11:25:34.0 (36919981)|STATEMENT_EXECUTE|[24]
11:25:34.0 (36921185)|STATEMENT_EXECUTE|[26]
11:25:34.0 (36922279)|STATEMENT_EXECUTE|[27]
11:25:34.0 (36923174)|STATEMENT_EXECUTE|[28]
11:25:34.0 (36924125)|STATEMENT_EXECUTE|[30]
11:25:34.0 (36925028)|STATEMENT_EXECUTE|[31]
11:25:34.0 (36925951)|STATEMENT_EXECUTE|[33]
11:25:34.0 (36926929)|STATEMENT_EXECUTE|[34]
11:25:34.0 (36927856)|STATEMENT_EXECUTE|[35]
11:25:34.0 (36928753)|STATEMENT_EXECUTE|[36]
11:25:34.0 (36929669)|STATEMENT_EXECUTE|[37]
11:25:34.0 (36930570)|STATEMENT_EXECUTE|[38]
11:25:34.0 (36931482)|STATEMENT_EXECUTE|[42]
11:25:34.0 (36932446)|STATEMENT_EXECUTE|[43]
