39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
17:10:50.0 (367723)|USER_INFO|[EXTERNAL]|0059E000000SwHR|services@lightful.com|Greenwich Mean Time|GMTZ
17:10:50.0 (392480)|EXECUTION_STARTED
17:10:50.0 (397063)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000ClwB|VF: /apex/MasonaryTest
17:10:50.4 (4093283)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
17:10:50.4 (4110667)|SYSTEM_MODE_ENTER|true
17:10:50.4 (4219606)|HEAP_ALLOCATE|[72]|Bytes:3
17:10:50.4 (4252806)|HEAP_ALLOCATE|[77]|Bytes:152
17:10:50.4 (4264879)|HEAP_ALLOCATE|[342]|Bytes:408
17:10:50.4 (4278464)|HEAP_ALLOCATE|[355]|Bytes:408
17:10:50.4 (4290899)|HEAP_ALLOCATE|[467]|Bytes:48
17:10:50.4 (4520756)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
17:10:50.4 (4529905)|SYSTEM_MODE_ENTER|true
17:10:50.4 (4539315)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
17:10:50.4 (4569268)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
17:10:50.4 (4592260)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:10:50.4 (4597821)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
17:10:50.4 (4655237)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x3fe7e237
17:10:50.4 (4658722)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
17:10:50.4 (4663186)|VARIABLE_ASSIGNMENT|[88]|escape|null
17:10:50.4 (4810199)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
17:10:50.4 (4818088)|SYSTEM_MODE_ENTER|true
17:10:50.4 (4827859)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
17:10:50.4 (4843571)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:10:50.4 (4848211)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
17:10:50.4 (4861928)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x3fe7e237
17:10:50.0 (5838181)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController <init>
