39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
23:52:51.0 (282063)|USER_INFO|[EXTERNAL]|00524000005uNfK|neela@lightful.com.commundev|Line Is. Time|GMT+14:00
23:52:51.0 (305522)|EXECUTION_STARTED
23:52:51.0 (309403)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000Cv0R|VF: /apex/communityCaseMgmt
23:52:51.3 (3308779)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
23:52:51.3 (3323999)|SYSTEM_MODE_ENTER|true
23:52:51.3 (3422482)|HEAP_ALLOCATE|[72]|Bytes:3
23:52:51.3 (3451078)|HEAP_ALLOCATE|[77]|Bytes:152
23:52:51.3 (3463417)|HEAP_ALLOCATE|[342]|Bytes:408
23:52:51.3 (3478007)|HEAP_ALLOCATE|[355]|Bytes:408
23:52:51.3 (3490535)|HEAP_ALLOCATE|[467]|Bytes:48
23:52:51.3 (3724626)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
23:52:51.3 (3733202)|SYSTEM_MODE_ENTER|true
23:52:51.3 (3742816)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
23:52:51.3 (3761092)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
23:52:51.3 (3781854)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:52:51.3 (3786944)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
23:52:51.3 (3815675)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x2bb15f6f
23:52:51.3 (3818683)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
23:52:51.3 (3823466)|VARIABLE_ASSIGNMENT|[88]|escape|null
23:52:51.3 (3972414)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
23:52:51.3 (3980210)|SYSTEM_MODE_ENTER|true
23:52:51.3 (3989933)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
23:52:51.3 (4005494)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:52:51.3 (4009885)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
23:52:51.3 (4023332)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x2bb15f6f
23:52:51.0 (4819312)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000Dmpd|communityCaseMgmtController <init>
23:52:51.0 (4825693)|SYSTEM_MODE_ENTER|true
23:52:51.0 (5022313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:412
23:52:51.0 (5028933)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:76
23:52:51.0 (5031998)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
23:52:51.0 (5038181)|METHOD_ENTRY|[1]|01p9E000000Dmpd|communityCaseMgmtController.communityCaseMgmtController()
23:52:51.0 (5041011)|STATEMENT_EXECUTE|[1]
23:52:51.0 (5045329)|STATEMENT_EXECUTE|[1]
23:52:51.0 (5048658)|METHOD_EXIT|[1]|communityCaseMgmtController
23:52:51.0 (5053581)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:72
23:52:51.0 (5057480)|VARIABLE_SCOPE_BEGIN|[21]|this|communityCaseMgmtController|true|false
23:52:51.0 (5097498)|VARIABLE_ASSIGNMENT|[21]|this|{}|0x5551f376
23:52:51.0 (5102322)|STATEMENT_EXECUTE|[1]
23:52:51.0 (5103704)|STATEMENT_EXECUTE|[3]
23:52:51.0 (5105207)|STATEMENT_EXECUTE|[4]
23:52:51.0 (5106128)|STATEMENT_EXECUTE|[5]
23:52:51.0 (5107244)|STATEMENT_EXECUTE|[6]
23:52:51.0 (5108353)|STATEMENT_EXECUTE|[7]
23:52:51.0 (5109399)|STATEMENT_EXECUTE|[8]
23:52:51.0 (5110400)|STATEMENT_EXECUTE|[9]
23:52:51.0 (5111412)|STATEMENT_EXECUTE|[11]
23:52:51.0 (5112544)|STATEMENT_EXECUTE|[12]
23:52:51.0 (5113478)|STATEMENT_EXECUTE|[13]
23:52:51.0 (5114485)|STATEMENT_EXECUTE|[15]
23:52:51.0 (5115520)|STATEMENT_EXECUTE|[17]
23:52:51.0 (5116639)|STATEMENT_EXECUTE|[18]
23:52:51.0 (5117608)|STATEMENT_EXECUTE|[19]
23:52:51.0 (5118697)|STATEMENT_EXECUTE|[133]
23:52:51.0 (5119907)|STATEMENT_EXECUTE|[134]
23:52:51.0 (5120945)|STATEMENT_EXECUTE|[135]
23:52:51.0 (5132238)|STATEMENT_EXECUTE|[22]
23:52:51.0 (5133528)|STATEMENT_EXECUTE|[23]
23:52:51.0 (5168282)|HEAP_ALLOCATE|[23]|Bytes:85
23:52:51.0 (5175500)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
