39.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
17:18:48.0 (368638)|USER_INFO|[EXTERNAL]|0059E000000SwHR|services@lightful.com|Greenwich Mean Time|GMTZ
17:18:48.0 (400293)|EXECUTION_STARTED
17:18:48.0 (406169)|CODE_UNIT_STARTED|[EXTERNAL]|0669E000000ClwB|VF: /apex/MasonaryTest
17:18:48.4 (4545502)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex <init>
17:18:48.4 (4560055)|SYSTEM_MODE_ENTER|true
17:18:48.4 (4651949)|HEAP_ALLOCATE|[72]|Bytes:3
17:18:48.4 (4684228)|HEAP_ALLOCATE|[77]|Bytes:152
17:18:48.4 (4699979)|HEAP_ALLOCATE|[342]|Bytes:408
17:18:48.4 (4714166)|HEAP_ALLOCATE|[355]|Bytes:408
17:18:48.4 (4724889)|HEAP_ALLOCATE|[467]|Bytes:48
17:18:48.4 (4970528)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex set(conEscape,null)
17:18:48.4 (4979210)|SYSTEM_MODE_ENTER|true
17:18:48.4 (4989009)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController set(conEscape,null)
17:18:48.4 (5008114)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(setconEscape)
17:18:48.4 (5039397)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:18:48.4 (5045486)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
17:18:48.4 (5101883)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x59bff46a
17:18:48.4 (5105302)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
17:18:48.4 (5109492)|VARIABLE_ASSIGNMENT|[88]|escape|null
17:18:48.5 (5264365)|VF_APEX_CALL_START|[EXTERNAL]|/apexpage/pagemessagescomponentcontroller.apex get(severities)
17:18:48.5 (5273162)|SYSTEM_MODE_ENTER|true
17:18:48.5 (5283699)|VF_APEX_CALL_START|[EXTERNAL]|PageMessagesComponentController invoke(getseverities)
17:18:48.5 (5300038)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:18:48.5 (5304337)|VARIABLE_SCOPE_BEGIN|[2]|this|ApexPage.PageMessagesComponentController|true|false
17:18:48.5 (5319347)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x59bff46a
17:18:48.0 (6414200)|VF_APEX_CALL_START|[EXTERNAL]|01p9E000000DUzG|CommunityHowToGuidesController <init>
17:18:48.0 (6422427)|SYSTEM_MODE_ENTER|true
17:18:48.0 (6623189)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1312
17:18:48.0 (6631529)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:288
17:18:48.0 (6635325)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:83
17:18:48.0 (6644575)|METHOD_ENTRY|[1]|01p9E000000DUzG|CommunityHowToGuidesController.CommunityHowToGuidesController()
17:18:48.0 (6647524)|STATEMENT_EXECUTE|[1]
17:18:48.0 (6651738)|STATEMENT_EXECUTE|[1]
17:18:48.0 (6655575)|METHOD_EXIT|[1]|CommunityHowToGuidesController
17:18:48.0 (6661278)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:268
17:18:48.0 (6666200)|VARIABLE_SCOPE_BEGIN|[88]|this|CommunityHowToGuidesController|true|false
17:18:48.0 (7220349)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x369f0e98
17:18:48.0 (7229498)|STATEMENT_EXECUTE|[1]
